date,date_key,year,quarter,month,day,weekday,is_holiday,is_working
2012-06-20,20120620,2012,2,6,20,3,0,1
2012-06-21,20120621,2012,2,6,21,4,0,1
2012-06-22,20120622,2012,2,6,22,5,0,1
2012-06-23,20120623,2012,2,6,23,6,0,0
2012-06-24,20120624,2012,2,6,24,7,0,0
2012-06-25,20120625,2012,2,6,25,1,0,1
2012-06-26,20120626,2012,2,6,26,2,0,1
2012-06-27,20120627,2012,2,6,27,3,0,1
2012-06-28,20120628,2012,2,6,28,4,0,1
2012-06-29,20120629,2012,2,6,29,5,0,1
2012-06-30,20120630,2012,2,6,30,6,0,0
2012-07-01,20120701,2012,3,7,1,7,0,0
2012-07-02,20120702,2012,3,7,2,1,0,1
2012-07-03,20120703,2012,3,7,3,2,0,1
2012-07-04,20120704,2012,3,7,4,3,1,0
2012-07-05,20120705,2012,3,7,5,4,0,1
2012-07-06,20120706,2012,3,7,6,5,0,1
2012-07-07,20120707,2012,3,7,7,6,0,0
2012-07-08,20120708,2012,3,7,8,7,0,0
2012-07-09,20120709,2012,3,7,9,1,0,1
2012-07-10,20120710,2012,3,7,10,2,0,1
2012-07-11,20120711,2012,3,7,11,3,0,1
2012-07-12,20120712,2012,3,7,12,4,0,1
2012-07-13,20120713,2012,3,7,13,5,0,1
2012-07-14,20120714,2012,3,7,14,6,0,0
2012-07-15,20120715,2012,3,7,15,7,0,0
2012-07-16,20120716,2012,3,7,16,1,0,1
2012-07-17,20120717,2012,3,7,17,2,0,1
2012-07-18,20120718,2012,3,7,18,3,0,1
2012-07-19,20120719,2012,3,7,19,4,0,1
2012-07-20,20120720,2012,3,7,20,5,0,1
2012-07-21,20120721,2012,3,7,21,6,0,0
2012-07-22,20120722,2012,3,7,22,7,0,0
2012-07-23,20120723,2012,3,7,23,1,0,1
2012-07-24,20120724,2012,3,7,24,2,0,1
2012-07-25,20120725,2012,3,7,25,3,0,1
2012-07-26,20120726,2012,3,7,26,4,0,1
2012-07-27,20120727,2012,3,7,27,5,0,1
2012-07-28,20120728,2012,3,7,28,6,0,0
2012-07-29,20120729,2012,3,7,29,7,0,0
2012-07-30,20120730,2012,3,7,30,1,0,1
2012-07-31,20120731,2012,3,7,31,2,0,1
2012-08-01,20120801,2012,3,8,1,3,0,1
2012-08-02,20120802,2012,3,8,2,4,0,1
2012-08-03,20120803,2012,3,8,3,5,0,1
2012-08-04,20120804,2012,3,8,4,6,0,0
2012-08-05,20120805,2012,3,8,5,7,0,0
2012-08-06,20120806,2012,3,8,6,1,0,1
2012-08-07,20120807,2012,3,8,7,2,0,1
2012-08-08,20120808,2012,3,8,8,3,0,1
2012-08-09,20120809,2012,3,8,9,4,0,1
2012-08-10,20120810,2012,3,8,10,5,0,1
2012-08-11,20120811,2012,3,8,11,6,0,0
2012-08-12,20120812,2012,3,8,12,7,0,0
2012-08-13,20120813,2012,3,8,13,1,0,1
2012-08-14,20120814,2012,3,8,14,2,0,1
2012-08-15,20120815,2012,3,8,15,3,0,1
2012-08-16,20120816,2012,3,8,16,4,0,1
2012-08-17,20120817,2012,3,8,17,5,0,1
2012-08-18,20120818,2012,3,8,18,6,0,0
2012-08-19,20120819,2012,3,8,19,7,0,0
2012-08-20,20120820,2012,3,8,20,1,0,1
2012-08-21,20120821,2012,3,8,21,2,0,1
2012-08-22,20120822,2012,3,8,22,3,0,1
2012-08-23,20120823,2012,3,8,23,4,0,1
2012-08-24,20120824,2012,3,8,24,5,0,1
2012-08-25,20120825,2012,3,8,25,6,0,0
2012-08-26,20120826,2012,3,8,26,7,0,0
2012-08-27,20120827,2012,3,8,27,1,0,1
2012-08-28,20120828,2012,3,8,28,2,0,1
2012-08-29,20120829,2012,3,8,29,3,0,1
2012-08-30,20120830,2012,3,8,30,4,0,1
2012-08-31,20120831,2012,3,8,31,5,0,1
2012-09-01,20120901,2012,3,9,1,6,0,0
2012-09-02,20120902,2012,3,9,2,7,0,0
2012-09-03,20120903,2012,3,9,3,1,1,0
2012-09-04,20120904,2012,3,9,4,2,0,1
2012-09-05,20120905,2012,3,9,5,3,0,1
2012-09-06,20120906,2012,3,9,6,4,0,1
2012-09-07,20120907,2012,3,9,7,5,0,1
2012-09-08,20120908,2012,3,9,8,6,0,0
2012-09-09,20120909,2012,3,9,9,7,0,0
2012-09-10,20120910,2012,3,9,10,1,0,1
2012-09-11,20120911,2012,3,9,11,2,0,1
2012-09-12,20120912,2012,3,9,12,3,0,1
2012-09-13,20120913,2012,3,9,13,4,0,1
2012-09-14,20120914,2012,3,9,14,5,0,1
2012-09-15,20120915,2012,3,9,15,6,0,0
2012-09-16,20120916,2012,3,9,16,7,0,0
2012-09-17,20120917,2012,3,9,17,1,0,1
2012-09-18,20120918,2012,3,9,18,2,0,1
2012-09-19,20120919,2012,3,9,19,3,0,1
2012-09-20,20120920,2012,3,9,20,4,0,1
2012-09-21,20120921,2012,3,9,21,5,0,1
2012-09-22,20120922,2012,3,9,22,6,0,0
2012-09-23,20120923,2012,3,9,23,7,0,0
2012-09-24,20120924,2012,3,9,24,1,0,1
2012-09-25,20120925,2012,3,9,25,2,0,1
2012-09-26,20120926,2012,3,9,26,3,0,1
2012-09-27,20120927,2012,3,9,27,4,0,1
2012-09-28,20120928,2012,3,9,28,5,0,1
2012-09-29,20120929,2012,3,9,29,6,0,0
2012-09-30,20120930,2012,3,9,30,7,0,0
2012-10-01,20121001,2012,4,10,1,1,0,1
2012-10-02,20121002,2012,4,10,2,2,0,1
2012-10-03,20121003,2012,4,10,3,3,0,1
2012-10-04,20121004,2012,4,10,4,4,0,1
2012-10-05,20121005,2012,4,10,5,5,0,1
2012-10-06,20121006,2012,4,10,6,6,0,0
2012-10-07,20121007,2012,4,10,7,7,0,0
2012-10-08,20121008,2012,4,10,8,1,1,0
2012-10-09,20121009,2012,4,10,9,2,0,1
2012-10-10,20121010,2012,4,10,10,3,0,1
2012-10-11,20121011,2012,4,10,11,4,0,1
2012-10-12,20121012,2012,4,10,12,5,0,1
2012-10-13,20121013,2012,4,10,13,6,0,0
2012-10-14,20121014,2012,4,10,14,7,0,0
2012-10-15,20121015,2012,4,10,15,1,0,1
2012-10-16,20121016,2012,4,10,16,2,0,1
2012-10-17,20121017,2012,4,10,17,3,0,1
2012-10-18,20121018,2012,4,10,18,4,0,1
2012-10-19,20121019,2012,4,10,19,5,0,1
2012-10-20,20121020,2012,4,10,20,6,0,0
2012-10-21,20121021,2012,4,10,21,7,0,0
2012-10-22,20121022,2012,4,10,22,1,0,1
2012-10-23,20121023,2012,4,10,23,2,0,1
2012-10-24,20121024,2012,4,10,24,3,0,1
2012-10-25,20121025,2012,4,10,25,4,0,1
2012-10-26,20121026,2012,4,10,26,5,0,1
2012-10-27,20121027,2012,4,10,27,6,0,0
2012-10-28,20121028,2012,4,10,28,7,0,0
2012-10-29,20121029,2012,4,10,29,1,0,1
2012-10-30,20121030,2012,4,10,30,2,0,1
2012-10-31,20121031,2012,4,10,31,3,0,1
2012-11-01,20121101,2012,4,11,1,4,0,1
2012-11-02,20121102,2012,4,11,2,5,0,1
2012-11-03,20121103,2012,4,11,3,6,0,0
2012-11-04,20121104,2012,4,11,4,7,0,0
2012-11-05,20121105,2012,4,11,5,1,0,1
2012-11-06,20121106,2012,4,11,6,2,0,1
2012-11-07,20121107,2012,4,11,7,3,0,1
2012-11-08,20121108,2012,4,11,8,4,0,1
2012-11-09,20121109,2012,4,11,9,5,0,1
2012-11-10,20121110,2012,4,11,10,6,0,0
2012-11-11,20121111,2012,4,11,11,7,0,0
2012-11-12,20121112,2012,4,11,12,1,1,0
2012-11-13,20121113,2012,4,11,13,2,0,1
2012-11-14,20121114,2012,4,11,14,3,0,1
2012-11-15,20121115,2012,4,11,15,4,0,1
2012-11-16,20121116,2012,4,11,16,5,0,1
2012-11-17,20121117,2012,4,11,17,6,0,0
2012-11-18,20121118,2012,4,11,18,7,0,0
2012-11-19,20121119,2012,4,11,19,1,0,1
2012-11-20,20121120,2012,4,11,20,2,0,1
2012-11-21,20121121,2012,4,11,21,3,0,1
2012-11-22,20121122,2012,4,11,22,4,1,0
2012-11-23,20121123,2012,4,11,23,5,0,1
2012-11-24,20121124,2012,4,11,24,6,0,0
2012-11-25,20121125,2012,4,11,25,7,0,0
2012-11-26,20121126,2012,4,11,26,1,0,1
2012-11-27,20121127,2012,4,11,27,2,0,1
2012-11-28,20121128,2012,4,11,28,3,0,1
2012-11-29,20121129,2012,4,11,29,4,0,1
2012-11-30,20121130,2012,4,11,30,5,0,1
2012-12-01,20121201,2012,4,12,1,6,0,0
2012-12-02,20121202,2012,4,12,2,7,0,0
2012-12-03,20121203,2012,4,12,3,1,0,1
2012-12-04,20121204,2012,4,12,4,2,0,1
2012-12-05,20121205,2012,4,12,5,3,0,1
2012-12-06,20121206,2012,4,12,6,4,0,1
2012-12-07,20121207,2012,4,12,7,5,0,1
2012-12-08,20121208,2012,4,12,8,6,0,0
2012-12-09,20121209,2012,4,12,9,7,0,0
2012-12-10,20121210,2012,4,12,10,1,0,1
2012-12-11,20121211,2012,4,12,11,2,0,1
2012-12-12,20121212,2012,4,12,12,3,0,1
2012-12-13,20121213,2012,4,12,13,4,0,1
2012-12-14,20121214,2012,4,12,14,5,0,1
2012-12-15,20121215,2012,4,12,15,6,0,0
2012-12-16,20121216,2012,4,12,16,7,0,0
2012-12-17,20121217,2012,4,12,17,1,0,1
2012-12-18,20121218,2012,4,12,18,2,0,1
2012-12-19,20121219,2012,4,12,19,3,0,1
2012-12-20,20121220,2012,4,12,20,4,0,1
2012-12-21,20121221,2012,4,12,21,5,0,1
2012-12-22,20121222,2012,4,12,22,6,0,0
2012-12-23,20121223,2012,4,12,23,7,0,0
2012-12-24,20121224,2012,4,12,24,1,0,1
2012-12-25,20121225,2012,4,12,25,2,1,0
2012-12-26,20121226,2012,4,12,26,3,0,1
2012-12-27,20121227,2012,4,12,27,4,0,1
2012-12-28,20121228,2012,4,12,28,5,0,1
2012-12-29,20121229,2012,4,12,29,6,0,0
2012-12-30,20121230,2012,4,12,30,7,0,0
2012-12-31,20121231,2012,4,12,31,1,0,1
